HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,SalePrice_binned,YearBuilt_ord,prediction_sale,prediction_price_binned
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,291415,Medium,4,318436.0656691799,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,194690,Low,4,233171.3935251194,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,305309,High,3,234381.87119230675,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,283185,Medium,4,238360.21897185175,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,82300,Very Low,4,106264.40073261224,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,201566,Medium,4,204501.8238147064,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,233628,Medium,4,248832.36589744547,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,197345,Low,3,195374.62705855863,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,109734,Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,296460,Medium,4,284510.4642824419,High
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646,Medium,4,204501.8238147064,Medium
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,451327,Very High,5,416175.12129297946,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,138938,Low,4,104701.19373979745,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,143805,Low,4,164968.86330224667,Low
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,84070,Very Low,5,108887.38704622677,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,314159,High,5,243775.99556304934,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,269911,Medium,5,262355.0330019216,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,211504,Medium,4,149077.2296598968,Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,76106,Very Low,4,82693.72284510592,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168,Medium,4,284510.4642824419,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,314159,High,4,211918.53156193392,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,266371,Medium,4,284510.4642824419,High
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,389380,High,5,361199.6957303127,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,185840,Low,4,234227.18941527372,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,153982,Low,4,93464.47549634287,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,199115,Low,4,204501.8238147064,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,189380,Low,3,104478.67793641193,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,238938,Medium,4,262310.47870788723,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,123893,Low,4,148492.50265731523,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,276991,Medium,4,314471.9148425795,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,296460,Medium,4,268329.1992209507,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,Low,5,202073.12886721315,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38053,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,455752,Very High,4,382001.4306011102,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,271681,Medium,4,190358.5645978353,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,223008,Medium,4,268329.1992209507,Medium
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,60176,Very Low,5,69797.15424764017,Very Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,110619,Low,4,136277.30442362744,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,419469,Very High,4,372328.9025842054,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,157522,Low,4,149077.2296598968,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,46017,Very Low,4,59509.874316552654,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73053,Very Low,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,243362,Medium,4,208415.9563617874,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,285840,Medium,4,204501.8238147064,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,242920,Medium,4,208415.9563617874,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,370796,High,4,349178.2617568588,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,212389,Medium,3,234381.87119230675,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,486725,Very High,4,407399.13990705507,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,207079,Medium,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,181415,Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,123008,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,150442,Low,4,93464.47549634287,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,141592,Low,4,163243.77294388833,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,357522,High,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,Low,5,202073.12886721315,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,406194,Very High,4,290884.41602781415,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,205309,Medium,4,163243.77294388833,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,255309,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,236283,Medium,4,163243.77294388833,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,293805,Medium,4,248832.36589744547,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,283185,Medium,5,261720.76886966545,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,207079,Medium,4,284510.4642824419,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,371681,High,3,300821.0390461297,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,69911,Very Low,3,96801.9137946954,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,472566,Very High,4,407399.13990705507,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,149557,Low,4,106264.40073261224,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,336283,High,3,234381.87119230675,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,114159,Low,4,94552.96762370039,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,250442,Medium,4,249181.5493319775,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,340707,High,4,407399.13990705507,High
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,351327,High,5,304533.59779695,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,296460,Medium,4,190358.5645978353,Medium
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105309,Low,5,108887.38704622677,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,231858,Medium,4,163243.77294388833,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,161061,Low,4,136128.98128994135,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,73008,Very Low,4,59509.874316552654,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,141592,Low,4,208415.9563617874,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,Very Low,4,136128.98128994135,Very Low
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,46902,Very Low,3,58573.27455435181,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,214159,Medium,4,208415.9563617874,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,43185,Very Low,4,59509.874316552654,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,262831,Medium,3,224233.64507620968,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,176991,Low,3,195374.62705855863,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,194690,Low,4,190358.5645978353,Medium
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,57522,Very Low,5,66467.26755329547,Very Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,382300,High,5,361833.9598625689,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,170353,Low,4,262310.47870788723,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,205309,Medium,4,163243.77294388833,Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,86725,Very Low,3,96801.9137946954,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,370796,High,5,305167.8619292062,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,245132,Medium,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,371681,High,5,362579.80211734213,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,234513,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,161504,Low,4,149077.2296598968,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,165486,Low,4,193193.61718764156,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,157522,Low,3,160965.79788366705,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,376106,High,5,362579.80211734213,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088,Very Low,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,176991,Low,3,195374.62705855863,Low
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,100000,Very Low,3,67611.53843900049,Very Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,360176,High,4,382001.4306011102,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,206194,Medium,4,190358.5645978353,Medium
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,44247,Very Low,3,67611.53843900049,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,196460,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143238,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,105309,Low,4,106264.40073261224,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,232743,Medium,4,208415.9563617874,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,190265,Low,4,283382.6596651189,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,78761,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,367256,High,5,362579.80211734213,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,201566,Medium,4,204501.8238147064,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,85398,Very Low,4,106264.40073261224,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,376106,High,5,361199.6957303127,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,153982,Low,3,160965.79788366705,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,168141,Low,3,195374.62705855863,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,279646,Medium,4,284510.4642824419,High
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,793,169911,Low,3,112802.85786224529,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,314159,High,4,211918.53156193392,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,115044,Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,353982,High,4,284510.4642824419,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,295575,Medium,4,248832.36589744547,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389,Medium,4,284510.4642824419,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,157522,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,120353,Low,4,106264.40073261224,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,212389,Medium,4,244143.33208071068,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,346902,High,4,262310.47870788723,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,161946,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,144752,Low,5,202073.12886721315,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,265486,Medium,5,262355.0330019216,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,113716,Low,4,136128.98128994135,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,172566,Low,4,190358.5645978353,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,68141,Very Low,4,82693.72284510592,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,200000,Low,4,211918.53156193392,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,149619,Low,4,204501.8238147064,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,61946,Very Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203982,Medium,4,190358.5645978353,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,81858,Very Low,4,59509.874316552654,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,192920,Low,4,205136.08794696257,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,259026,Medium,5,243775.99556304934,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,354867,High,5,305167.8619292062,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,176991,Low,4,283382.6596651189,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,175221,Low,4,204501.8238147064,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,193805,Low,4,164968.86330224667,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,102601,Low,5,167505.73365925765,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,361946,High,4,366806.2354426668,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,168141,Low,4,248832.36589744547,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,163716,Low,4,204501.8238147064,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,276106,Medium,5,261720.76886966545,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,170796,Low,3,234381.87119230675,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,173008,Low,4,234227.18941527372,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,227433,Medium,4,374716.6947099925,Very High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,263716,Medium,4,284510.4642824419,High
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,287610,Medium,5,262355.0330019216,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,460176,Very High,4,366806.2354426668,High
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,265486,Medium,4,204501.8238147064,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,150442,Low,4,149077.2296598968,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,168141,Low,4,234756.16233291477,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,341150,High,5,305167.8619292062,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,194690,Low,3,84816.48983647395,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,378761,High,4,393000.94132104097,Very High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,442477,Very High,4,382001.4306011102,High
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,115044,Low,3,99404.56487836363,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,342477,High,4,343369.77297200356,High
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,100000,Very Low,4,96330.4016886116,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,181415,Low,4,283382.6596651189,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,370796,High,4,349178.2617568588,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38761,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,349557,High,5,305167.8619292062,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,287610,Medium,4,294848.56685441453,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,137168,Low,4,163243.77294388833,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,191150,Low,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,529203,Extreme,4,452590.45933029987,Extreme
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,96460,Very Low,4,104701.19373979745,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,218584,Medium,4,283382.6596651189,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,315929,High,4,325551.9228303204,High
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,201327,Medium,4,234756.16233291477,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,168141,Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,164601,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,178761,Low,4,149077.2296598968,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,210619,Medium,4,136128.98128994135,Very Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,330973,High,5,294385.37168085296,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185,High,4,349178.2617568588,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,200884,Medium,4,149077.2296598968,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,343628,High,4,407399.13990705507,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,214159,Medium,3,224233.64507620968,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,216814,Medium,4,262310.47870788723,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,194690,Low,3,104478.67793641193,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,256637,Medium,4,234227.18941527372,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,356637,High,4,366806.2354426668,High
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,369026,High,5,362579.80211734213,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,462831,Very High,4,382001.4306011102,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,157522,Low,4,149077.2296598968,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,250000,Medium,4,244143.33208071068,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,327433,High,4,315879.3948134156,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,130973,Low,4,136128.98128994135,Very Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,63274,Very Low,4,82693.72284510592,Very Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,384070,High,5,304533.59779695,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,398230,High,4,387736.9518071171,High
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,84070,Very Low,4,136277.30442362744,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,Low,5,202073.12886721315,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,189380,Low,3,195374.62705855863,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,349557,High,5,304057.8996977578,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,84955,Very Low,4,62397.27061291179,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,88495,Very Low,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,253982,Medium,4,164968.86330224667,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,371681,High,4,314471.9148425795,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,88495,Very Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,300884,High,4,343369.77297200356,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,265486,Medium,4,294848.56685441453,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,168141,Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,309734,High,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,325663,High,4,366806.2354426668,High
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,194690,Low,4,234756.16233291477,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,230088,Medium,4,262310.47870788723,Medium
